'cards_page_30_2_1';'<img src="cards_page_30_2_1.png">';'фениндион';'';'';'';'. <a href="">ru:w:</a>, <a href="">en:w:</a>, <a href="">ru:lm:</a>'
'cards_page_30_1_3';'<img src="cards_page_30_1_3.png">';'лиотиронин натрия';'';'';'';'. <a href="">ru:w:</a>, <a href="">en:w:</a>, <a href="">ru:lm:</a>'
'cards_page_30_1_2';'<img src="cards_page_30_1_2.png">';'клопидогреля гидросульфат';'';'';'';'. <a href="">ru:w:</a>, <a href="">en:w:</a>, <a href="">ru:lm:</a>'
'cards_page_30_1_1';'<img src="cards_page_30_1_1.png">';'аценокумарол';'';'';'';'. <a href="">ru:w:</a>, <a href="">en:w:</a>, <a href="">ru:lm:</a>'
'cards_page_29_2_3';'<img src="cards_page_29_2_3.png">';'варфарин натрий';'';'';'';'. <a href="">ru:w:</a>, <a href="">en:w:</a>, <a href="">ru:lm:</a>'
'cards_page_29_2_2';'<img src="cards_page_29_2_2.png">';'спиронолактон';'';'';'';'. <a href="">ru:w:</a>, <a href="">en:w:</a>, <a href="">ru:lm:</a>'
'cards_page_29_2_1';'<img src="cards_page_29_2_1.png">';'хлорталидон';'';'';'';'. <a href="">ru:w:</a>, <a href="">en:w:</a>, <a href="">ru:lm:</a>'
'cards_page_29_1_3';'<img src="cards_page_29_1_3.png">';'неодикумарин';'';'';'';'. <a href="">ru:w:</a>, <a href="">en:w:</a>, <a href="">ru:lm:</a>'
'cards_page_29_1_2';'<img src="cards_page_29_1_2.png">';'индапамид';'';'';'';'. <a href="">ru:w:</a>, <a href="">en:w:</a>, <a href="">ru:lm:</a>'
'cards_page_29_1_1';'<img src="cards_page_29_1_1.png">';'гидрохлортиазид';'';'';'';'. <a href="">ru:w:</a>, <a href="">en:w:</a>, <a href="">ru:lm:</a>'
'cards_page_28_2_3';'<img src="cards_page_28_2_3.png">';'фуросемид';'';'';'';'. <a href="">ru:w:</a>, <a href="">en:w:</a>, <a href="">ru:lm:</a>'
'cards_page_28_2_2';'<img src="cards_page_28_2_2.png">';'симвастатин';'';'';'';'. <a href="">ru:w:</a>, <a href="">en:w:</a>, <a href="">ru:lm:</a>'
'cards_page_56_2_2';'<img src="cards_page_56_2_2.png">';'Гадодиамид';'';'';'';'. <a href="">ru:w:</a>, <a href="">en:w:</a>, <a href="">ru:lm:</a>'
'cards_page_56_2_1';'<img src="cards_page_56_2_1.png">';'Амидотризоевой кислоты дигидрат';'';'';'';'. <a href="">ru:w:</a>, <a href="">en:w:</a>, <a href="">ru:lm:</a>'
'cards_page_56_1_3';'<img src="cards_page_56_1_3.png">';'Галактоза';'';'';'';'. <a href="">ru:w:</a>, <a href="">en:w:</a>, <a href="">ru:lm:</a>'
'cards_page_56_1_2';'<img src="cards_page_56_1_2.png">';'Гадопентетат димеглюмина';'';'';'';'. <a href="">ru:w:</a>, <a href="">en:w:</a>, <a href="">ru:lm:</a>'
'cards_page_56_1_1';'<img src="cards_page_56_1_1.png">';'Тамоксифена цитрат';'';'';'';'. <a href="">ru:w:</a>, <a href="">en:w:</a>, <a href="">ru:lm:</a>'
'cards_page_55_2_3';'<img src="cards_page_55_2_3.png">';'Ципротерона ацетат';'';'';'';'. <a href="">ru:w:</a>, <a href="">en:w:</a>, <a href="">ru:lm:</a>'
'cards_page_55_2_2';'<img src="cards_page_55_2_2.png">';'Доксорубицина гидрохлорид';'';'';'';'. <a href="">ru:w:</a>, <a href="">en:w:</a>, <a href="">ru:lm:</a>'
'cards_page_55_2_1';'<img src="cards_page_55_2_1.png">';'Метотрексат';'';'';'';'. <a href="">ru:w:</a>, <a href="">en:w:</a>, <a href="">ru:lm:</a>'
'cards_page_55_1_3';'<img src="cards_page_55_1_3.png">';'Флутамид';'';'';'';'. <a href="">ru:w:</a>, <a href="">en:w:</a>, <a href="">ru:lm:</a>'
'cards_page_55_1_2';'<img src="cards_page_55_1_2.png">';'Паклитаксел';'';'';'';'. <a href="">ru:w:</a>, <a href="">en:w:</a>, <a href="">ru:lm:</a>'
'cards_page_55_1_1';'<img src="cards_page_55_1_1.png">';'Флударабина фосфат';'';'';'';'. <a href="">ru:w:</a>, <a href="">en:w:</a>, <a href="">ru:lm:</a>'
'cards_page_54_2_3';'<img src="cards_page_54_2_3.png">';'Аллопуринол';'';'';'';'. <a href="">ru:w:</a>, <a href="">en:w:</a>, <a href="">ru:lm:</a>'
'cards_page_54_2_2';'<img src="cards_page_54_2_2.png">';'Меркаптопурин';'';'';'';'. <a href="">ru:w:</a>, <a href="">en:w:</a>, <a href="">ru:lm:</a>'
'cards_page_54_2_1';'<img src="cards_page_54_2_1.png">';'Тегафур';'';'';'';'. <a href="">ru:w:</a>, <a href="">en:w:</a>, <a href="">ru:lm:</a>'
'cards_page_54_1_3';'<img src="cards_page_54_1_3.png">';'Азатиоприм';'';'';'';'. <a href="">ru:w:</a>, <a href="">en:w:</a>, <a href="">ru:lm:</a>'
'cards_page_54_1_2';'<img src="cards_page_54_1_2.png">';'Капецитабин';'';'';'';'. <a href="">ru:w:</a>, <a href="">en:w:</a>, <a href="">ru:lm:</a>'
'cards_page_54_1_1';'<img src="cards_page_54_1_1.png">';'Фторурацил';'';'';'';'. <a href="">ru:w:</a>, <a href="">en:w:</a>, <a href="">ru:lm:</a>'
'cards_page_53_2_3';'<img src="cards_page_53_2_3.png">';'Оксалиплатин';'';'';'';'. <a href="">ru:w:</a>, <a href="">en:w:</a>, <a href="">ru:lm:</a>'
'cards_page_53_2_2';'<img src="cards_page_53_2_2.png">';'Цисплатин';'';'';'';'. <a href="">ru:w:</a>, <a href="">en:w:</a>, <a href="">ru:lm:</a>'
'cards_page_53_2_1';'<img src="cards_page_53_2_1.png">';'Мелфалан';'';'';'';'. <a href="">ru:w:</a>, <a href="">en:w:</a>, <a href="">ru:lm:</a>'
'cards_page_53_1_3';'<img src="cards_page_53_1_3.png">';'Карбоплатин';'';'';'';'. <a href="">ru:w:</a>, <a href="">en:w:</a>, <a href="">ru:lm:</a>'
'cards_page_53_1_2';'<img src="cards_page_53_1_2.png">';'Циклофосфамид';'';'';'';'. <a href="">ru:w:</a>, <a href="">en:w:</a>, <a href="">ru:lm:</a>'
'cards_page_53_1_1';'<img src="cards_page_53_1_1.png">';'Нистатин';'';'';'';'. <a href="">ru:w:</a>, <a href="">en:w:</a>, <a href="">ru:lm:</a>'
'cards_page_52_2_3';'<img src="cards_page_52_2_3.png">';'Гризеофульвин';'';'';'';'. <a href="">ru:w:</a>, <a href="">en:w:</a>, <a href="">ru:lm:</a>'
'cards_page_52_2_2';'<img src="cards_page_52_2_2.png">';'Флуконазол';'';'';'';'. <a href="">ru:w:</a>, <a href="">en:w:</a>, <a href="">ru:lm:</a>'
'cards_page_52_2_1';'<img src="cards_page_52_2_1.png">';'Миконазола нитрат';'';'';'';'. <a href="">ru:w:</a>, <a href="">en:w:</a>, <a href="">ru:lm:</a>'
'cards_page_52_1_2';'<img src="cards_page_52_1_2.png">';'Кетоконазол';'';'';'';'. <a href="">ru:w:</a>, <a href="">en:w:</a>, <a href="">ru:lm:</a>'
'cards_page_51_2_3';'<img src="cards_page_51_2_3.png">';'Рибавирин';'';'';'';'. <a href="">ru:w:</a>, <a href="">en:w:</a>, <a href="">ru:lm:</a>'
'cards_page_51_2_2';'<img src="cards_page_51_2_2.png">';'Римантадина гидрохлорид';'';'';'';'. <a href="">ru:w:</a>, <a href="">en:w:</a>, <a href="">ru:lm:</a>'
'cards_page_51_2_1';'<img src="cards_page_51_2_1.png">';'Ламивудин';'';'';'';'. <a href="">ru:w:</a>, <a href="">en:w:</a>, <a href="">ru:lm:</a>'
'cards_page_51_1_3';'<img src="cards_page_51_1_3.png">';'Умифеновир';'';'';'';'. <a href="">ru:w:</a>, <a href="">en:w:</a>, <a href="">ru:lm:</a>'
'cards_page_51_1_2';'<img src="cards_page_51_1_2.png">';'Осельтамивир фосфат';'';'';'';'. <a href="">ru:w:</a>, <a href="">en:w:</a>, <a href="">ru:lm:</a>'
'cards_page_51_1_1';'<img src="cards_page_51_1_1.png">';'Зальцитабин';'';'';'';'. <a href="">ru:w:</a>, <a href="">en:w:</a>, <a href="">ru:lm:</a>'
'cards_page_50_2_3';'<img src="cards_page_50_2_3.png">';'Зидовудин';'';'';'';'. <a href="">ru:w:</a>, <a href="">en:w:</a>, <a href="">ru:lm:</a>'
'cards_page_50_2_2';'<img src="cards_page_50_2_2.png">';'Генцикловир натрия';'';'';'';'. <a href="">ru:w:</a>, <a href="">en:w:</a>, <a href="">ru:lm:</a>'
'cards_page_50_2_1';'<img src="cards_page_50_2_1.png">';'Гидроксихинолина сульфат';'';'';'';'. <a href="">ru:w:</a>, <a href="">en:w:</a>, <a href="">ru:lm:</a>'
'cards_page_50_1_3';'<img src="cards_page_50_1_3.png">';'Пенцикловир';'';'';'';'. <a href="">ru:w:</a>, <a href="">en:w:</a>, <a href="">ru:lm:</a>'
'cards_page_50_1_2';'<img src="cards_page_50_1_2.png">';'Ацикловир';'';'';'';'. <a href="">ru:w:</a>, <a href="">en:w:</a>, <a href="">ru:lm:</a>'
'cards_page_50_1_1';'<img src="cards_page_50_1_1.png">';'Хлорохина сульфат';'';'';'';'. <a href="">ru:w:</a>, <a href="">en:w:</a>, <a href="">ru:lm:</a>'
'cards_page_49_2_3';'<img src="cards_page_49_2_3.png">';'Хинина сульфат';'';'';'';'. <a href="">ru:w:</a>, <a href="">en:w:</a>, <a href="">ru:lm:</a>'
'cards_page_49_2_2';'<img src="cards_page_49_2_2.png">';'Рифамипицин';'';'';'';'. <a href="">ru:w:</a>, <a href="">en:w:</a>, <a href="">ru:lm:</a>'
'cards_page_49_2_1';'<img src="cards_page_49_2_1.png">';'Пиразинамид';'';'';'';'. <a href="">ru:w:</a>, <a href="">en:w:</a>, <a href="">ru:lm:</a>'
'cards_page_49_1_3';'<img src="cards_page_49_1_3.png">';'Натрия аминосалицилат дигидрат';'';'';'';'. <a href="">ru:w:</a>, <a href="">en:w:</a>, <a href="">ru:lm:</a>'
'cards_page_49_1_2';'<img src="cards_page_49_1_2.png">';'Этамбутола гидрохлорид';'';'';'';'. <a href="">ru:w:</a>, <a href="">en:w:</a>, <a href="">ru:lm:</a>'
'cards_page_49_1_1';'<img src="cards_page_49_1_1.png">';'Протионамид';'';'';'';'. <a href="">ru:w:</a>, <a href="">en:w:</a>, <a href="">ru:lm:</a>'
'cards_page_48_2_3';'<img src="cards_page_48_2_3.png">';'Фтивазид';'';'';'';'. <a href="">ru:w:</a>, <a href="">en:w:</a>, <a href="">ru:lm:</a>'
'cards_page_48_2_2';'<img src="cards_page_48_2_2.png">';'Линезолид';'';'';'';'. <a href="">ru:w:</a>, <a href="">en:w:</a>, <a href="">ru:lm:</a>'
'cards_page_48_2_1';'<img src="cards_page_48_2_1.png">';'Ломефлоксацина гидрохлорид';'';'';'';'. <a href="">ru:w:</a>, <a href="">en:w:</a>, <a href="">ru:lm:</a>'
'cards_page_48_1_3';'<img src="cards_page_48_1_3.png">';'Изониазид';'';'';'';'. <a href="">ru:w:</a>, <a href="">en:w:</a>, <a href="">ru:lm:</a>'
'cards_page_48_1_2';'<img src="cards_page_48_1_2.png">';'Моксифлоксацина гидрохлорид моногидрат';'';'';'';'. <a href="">ru:w:</a>, <a href="">en:w:</a>, <a href="">ru:lm:</a>'
'cards_page_48_1_1';'<img src="cards_page_48_1_1.png">';'Офлоксацин';'';'';'';'. <a href="">ru:w:</a>, <a href="">en:w:</a>, <a href="">ru:lm:</a>'
'cards_page_47_2_3';'<img src="cards_page_47_2_3.png">';'Левофлоксацин';'';'';'';'. <a href="">ru:w:</a>, <a href="">en:w:</a>, <a href="">ru:lm:</a>'
'cards_page_47_2_2';'<img src="cards_page_47_2_2.png">';'Перфлоксацина мезилат дигидрат';'';'';'';'. <a href="">ru:w:</a>, <a href="">en:w:</a>, <a href="">ru:lm:</a>'
'cards_page_47_2_1';'<img src="cards_page_47_2_1.png">';'Хлорхинальдол';'';'';'';'. <a href="">ru:w:</a>, <a href="">en:w:</a>, <a href="">ru:lm:</a>'
'cards_page_47_1_3';'<img src="cards_page_47_1_3.png">';'Норфлоксацин';'';'';'';'. <a href="">ru:w:</a>, <a href="">en:w:</a>, <a href="">ru:lm:</a>'
'cards_page_47_1_2';'<img src="cards_page_47_1_2.png">';'Ципрофлоксацина гидрохлорид';'';'';'';'. <a href="">ru:w:</a>, <a href="">en:w:</a>, <a href="">ru:lm:</a>'
'cards_page_47_1_1';'<img src="cards_page_47_1_1.png">';'Нитроксолин';'';'';'';'. <a href="">ru:w:</a>, <a href="">en:w:</a>, <a href="">ru:lm:</a>'
'cards_page_46_2_3';'<img src="cards_page_46_2_3.png">';'Орнидазол';'';'';'';'. <a href="">ru:w:</a>, <a href="">en:w:</a>, <a href="">ru:lm:</a>'
'cards_page_46_2_2';'<img src="cards_page_46_2_2.png">';'Метронидазол';'';'';'';'. <a href="">ru:w:</a>, <a href="">en:w:</a>, <a href="">ru:lm:</a>'
'cards_page_46_2_1';'<img src="cards_page_46_2_1.png">';'Нифурател';'';'';'';'. <a href="">ru:w:</a>, <a href="">en:w:</a>, <a href="">ru:lm:</a>'
'cards_page_46_1_3';'<img src="cards_page_46_1_3.png">';'Тинидазол';'';'';'';'. <a href="">ru:w:</a>, <a href="">en:w:</a>, <a href="">ru:lm:</a>'
'cards_page_46_1_2';'<img src="cards_page_46_1_2.png">';'Нитрофураксозид';'';'';'';'. <a href="">ru:w:</a>, <a href="">en:w:</a>, <a href="">ru:lm:</a>'
'cards_page_46_1_1';'<img src="cards_page_46_1_1.png">';'Фуразолидон';'';'';'';'. <a href="">ru:w:</a>, <a href="">en:w:</a>, <a href="">ru:lm:</a>'
'cards_page_45_2_3';'<img src="cards_page_45_2_3.png">';'Нитрофурантоин';'';'';'';'. <a href="">ru:w:</a>, <a href="">en:w:</a>, <a href="">ru:lm:</a>'
'cards_page_45_2_2';'<img src="cards_page_45_2_2.png">';'Сульфодиазин серебра';'';'';'';'. <a href="">ru:w:</a>, <a href="">en:w:</a>, <a href="">ru:lm:</a>'
'cards_page_45_2_1';'<img src="cards_page_45_2_1.png">';'Сульфометоксазол';'';'';'';'. <a href="">ru:w:</a>, <a href="">en:w:</a>, <a href="">ru:lm:</a>'
'cards_page_45_1_3';'<img src="cards_page_45_1_3.png">';'Сульфасалазин';'';'';'';'. <a href="">ru:w:</a>, <a href="">en:w:</a>, <a href="">ru:lm:</a>'
'cards_page_45_1_2';'<img src="cards_page_45_1_2.png">';'Триметоприм';'';'';'';'. <a href="">ru:w:</a>, <a href="">en:w:</a>, <a href="">ru:lm:</a>'
'cards_page_45_1_1';'<img src="cards_page_45_1_1.png">';'Хлорамфеникола натрия сукцинат';'';'';'';'. <a href="">ru:w:</a>, <a href="">en:w:</a>, <a href="">ru:lm:</a>'
'cards_page_44_2_3';'<img src="cards_page_44_2_3.png">';'Хлорамфеникол';'';'';'';'. <a href="">ru:w:</a>, <a href="">en:w:</a>, <a href="">ru:lm:</a>'
'cards_page_44_2_2';'<img src="cards_page_44_2_2.png">';'Тетрациклин';'';'';'';'. <a href="">ru:w:</a>, <a href="">en:w:</a>, <a href="">ru:lm:</a>'
'cards_page_44_2_1';'<img src="cards_page_44_2_1.png">';'Клиндамицина гидрохлорид';'';'';'';'. <a href="">ru:w:</a>, <a href="">en:w:</a>, <a href="">ru:lm:</a>'
'cards_page_44_1_3';'<img src="cards_page_44_1_3.png">';'Доксициклина гиклат';'';'';'';'. <a href="">ru:w:</a>, <a href="">en:w:</a>, <a href="">ru:lm:</a>'
'cards_page_44_1_2';'<img src="cards_page_44_1_2.png">';'Клиндамицина фосфат';'';'';'';'. <a href="">ru:w:</a>, <a href="">en:w:</a>, <a href="">ru:lm:</a>'
'cards_page_44_1_1';'<img src="cards_page_44_1_1.png">';'Линкамицина гидрохлорид';'';'';'';'. <a href="">ru:w:</a>, <a href="">en:w:</a>, <a href="">ru:lm:</a>'
'cards_page_43_2_3';'<img src="cards_page_43_2_3.png">';'Азитромицин';'';'';'';'. <a href="">ru:w:</a>, <a href="">en:w:</a>, <a href="">ru:lm:</a>'
'cards_page_43_2_2';'<img src="cards_page_43_2_2.png">';'Кларитромицин';'';'';'';'. <a href="">ru:w:</a>, <a href="">en:w:</a>, <a href="">ru:lm:</a>'
'cards_page_43_2_1';'<img src="cards_page_43_2_1.png">';'Амикацина сульфат';'';'';'';'. <a href="">ru:w:</a>, <a href="">en:w:</a>, <a href="">ru:lm:</a>'
'cards_page_43_1_3';'<img src="cards_page_43_1_3.png">';'Рокситромицин';'';'';'';'. <a href="">ru:w:</a>, <a href="">en:w:</a>, <a href="">ru:lm:</a>'
'cards_page_43_1_2';'<img src="cards_page_43_1_2.png">';'Эритромицин';'';'';'';'. <a href="">ru:w:</a>, <a href="">en:w:</a>, <a href="">ru:lm:</a>'
'cards_page_43_1_1';'<img src="cards_page_43_1_1.png">';'Тобрамицин';'';'';'';'. <a href="">ru:w:</a>, <a href="">en:w:</a>, <a href="">ru:lm:</a>'
'cards_page_42_2_3';'<img src="cards_page_42_2_3.png">';'Гентамицина сульфат';'';'';'';'. <a href="">ru:w:</a>, <a href="">en:w:</a>, <a href="">ru:lm:</a>'
'cards_page_42_2_2';'<img src="cards_page_42_2_2.png">';'Сульбактам натрия';'';'';'';'. <a href="">ru:w:</a>, <a href="">en:w:</a>, <a href="">ru:lm:</a>'
'cards_page_42_2_1';'<img src="cards_page_42_2_1.png">';'Азтреонам';'';'';'';'. <a href="">ru:w:</a>, <a href="">en:w:</a>, <a href="">ru:lm:</a>'
'cards_page_42_1_3';'<img src="cards_page_42_1_3.png">';'Стрептомицина сульфат';'';'';'';'. <a href="">ru:w:</a>, <a href="">en:w:</a>, <a href="">ru:lm:</a>'
'cards_page_42_1_2';'<img src="cards_page_42_1_2.png">';'Калия клавуланат';'';'';'';'. <a href="">ru:w:</a>, <a href="">en:w:</a>, <a href="">ru:lm:</a>'
'cards_page_42_1_1';'<img src="cards_page_42_1_1.png">';'Меропенем';'';'';'';'. <a href="">ru:w:</a>, <a href="">en:w:</a>, <a href="">ru:lm:</a>'
'cards_page_41_2_3';'<img src="cards_page_41_2_3.png">';'Имипенем';'';'';'';'. <a href="">ru:w:</a>, <a href="">en:w:</a>, <a href="">ru:lm:</a>'
'cards_page_41_2_2';'<img src="cards_page_41_2_2.png">';'Цефтриаксон натрия';'';'';'';'. <a href="">ru:w:</a>, <a href="">en:w:</a>, <a href="">ru:lm:</a>'
'cards_page_41_2_1';'<img src="cards_page_41_2_1.png">';'Цефуроксим натрия';'';'';'';'. <a href="">ru:w:</a>, <a href="">en:w:</a>, <a href="">ru:lm:</a>'
'cards_page_41_1_3';'<img src="cards_page_41_1_3.png">';'Цефтазидим';'';'';'';'. <a href="">ru:w:</a>, <a href="">en:w:</a>, <a href="">ru:lm:</a>'
'cards_page_38_2_3';'<img src="cards_page_38_2_3.png">';'Лизопростол';'';'';'';'. <a href="">ru:w:</a>, <a href="">en:w:</a>, <a href="">ru:lm:</a>'
'cards_page_38_2_2';'<img src="cards_page_38_2_2.png">';'Алпростадил';'';'';'';'. <a href="">ru:w:</a>, <a href="">en:w:</a>, <a href="">ru:lm:</a>'
'cards_page_38_2_1';'<img src="cards_page_38_2_1.png">';'Фолиевая кислота';'';'';'';'. <a href="">ru:w:</a>, <a href="">en:w:</a>, <a href="">ru:lm:</a>'
'cards_page_38_1_3';'<img src="cards_page_38_1_3.png">';'Латанопрост';'';'';'';'. <a href="">ru:w:</a>, <a href="">en:w:</a>, <a href="">ru:lm:</a>'
'cards_page_38_1_2';'<img src="cards_page_38_1_2.png">';'Рибофлавин';'';'';'';'. <a href="">ru:w:</a>, <a href="">en:w:</a>, <a href="">ru:lm:</a>'
'cards_page_37_2_2';'<img src="cards_page_37_2_2.png">';'Кокарбоксилаза';'';'';'';'. <a href="">ru:w:</a>, <a href="">en:w:</a>, <a href="">ru:lm:</a>'
'cards_page_37_2_1';'<img src="cards_page_37_2_1.png">';'Пиридоксина гидрохлорид';'';'';'';'. <a href="">ru:w:</a>, <a href="">en:w:</a>, <a href="">ru:lm:</a>'
'cards_page_37_1_3';'<img src="cards_page_37_1_3.png">';'Бенфотиамин';'';'';'';'. <a href="">ru:w:</a>, <a href="">en:w:</a>, <a href="">ru:lm:</a>'
'cards_page_37_1_2';'<img src="cards_page_37_1_2.png">';'Тиамина гидрохлорид';'';'';'';'. <a href="">ru:w:</a>, <a href="">en:w:</a>, <a href="">ru:lm:</a>'
'cards_page_37_1_1';'<img src="cards_page_37_1_1.png">';'Цианокобаламин';'';'';'';'. <a href="">ru:w:</a>, <a href="">en:w:</a>, <a href="">ru:lm:</a>'
'cards_page_36_2_3';'<img src="cards_page_36_2_3.png">';'Аскорбиновая кислота';'';'';'';'. <a href="">ru:w:</a>, <a href="">en:w:</a>, <a href="">ru:lm:</a>'
'cards_page_36_2_2';'<img src="cards_page_36_2_2.png">';'Альфа-токоферилацетат';'';'';'';'. <a href="">ru:w:</a>, <a href="">en:w:</a>, <a href="">ru:lm:</a>'
'cards_page_36_2_1';'<img src="cards_page_36_2_1.png">';'Холекальциферол';'';'';'';'. <a href="">ru:w:</a>, <a href="">en:w:</a>, <a href="">ru:lm:</a>'
'cards_page_36_1_3';'<img src="cards_page_36_1_3.png">';'Рутозида тригидрат';'';'';'';'. <a href="">ru:w:</a>, <a href="">en:w:</a>, <a href="">ru:lm:</a>'
'cards_page_36_1_2';'<img src="cards_page_36_1_2.png">';'Менадинона кальция бисульфат';'';'';'';'. <a href="">ru:w:</a>, <a href="">en:w:</a>, <a href="">ru:lm:</a>'
'cards_page_36_1_1';'<img src="cards_page_36_1_1.png">';'Эргокальциферол';'';'';'';'. <a href="">ru:w:</a>, <a href="">en:w:</a>, <a href="">ru:lm:</a>'
'cards_page_35_2_3';'<img src="cards_page_35_2_3.png">';'Ретикол';'';'';'';'. <a href="">ru:w:</a>, <a href="">en:w:</a>, <a href="">ru:lm:</a>'
'cards_page_35_2_2';'<img src="cards_page_35_2_2.png">';'Этинилэстрадиол';'';'';'';'. <a href="">ru:w:</a>, <a href="">en:w:</a>, <a href="">ru:lm:</a>'
'cards_page_35_2_1';'<img src="cards_page_35_2_1.png">';'Эстрадиол гемигидрат';'';'';'';'. <a href="">ru:w:</a>, <a href="">en:w:</a>, <a href="">ru:lm:</a>'
'cards_page_35_1_3';'<img src="cards_page_35_1_3.png">';'Гексаэстрол';'';'';'';'. <a href="">ru:w:</a>, <a href="">en:w:</a>, <a href="">ru:lm:</a>'
'cards_page_35_1_2';'<img src="cards_page_35_1_2.png">';'Эстриол';'';'';'';'. <a href="">ru:w:</a>, <a href="">en:w:</a>, <a href="">ru:lm:</a>'
'cards_page_35_1_1';'<img src="cards_page_35_1_1.png">';'Нандролона деканоат';'';'';'';'. <a href="">ru:w:</a>, <a href="">en:w:</a>, <a href="">ru:lm:</a>'
'cards_page_34_2_3';'<img src="cards_page_34_2_3.png">';'Метандиенон';'';'';'';'. <a href="">ru:w:</a>, <a href="">en:w:</a>, <a href="">ru:lm:</a>'
'cards_page_34_2_2';'<img src="cards_page_34_2_2.png">';'Тестостерон';'';'';'';'. <a href="">ru:w:</a>, <a href="">en:w:</a>, <a href="">ru:lm:</a>'
'cards_page_34_2_1';'<img src="cards_page_34_2_1.png">';'Гидроксипрогестерона ацетат';'';'';'';'. <a href="">ru:w:</a>, <a href="">en:w:</a>, <a href="">ru:lm:</a>'
